id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias
gp:AOqpTOEpvpo3L_QF3hXxSb6m-vQ7YDfKhCNcT7a7hKaKmPy4QrszXaoK9BZbiBGdsPnQvhcRbWlGI2dKOw1EsA,Sergio Apolina,https://lh3.googleusercontent.com/-jEINH82rxgU/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nBzLXB60qelvUX6xnzrvj6eIgUw_g/photo.jpg,2020-03-02T16:37:29.478Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEpvpo3L_QF3hXxSb6m-vQ7YDfKhCNcT7a7hKaKmPy4QrszXaoK9BZbiBGdsPnQvhcRbWlGI2dKOw1EsA,,Muito bom mesmo Bommm mesmo tudo de bom também por ser bom,,,3.11.6,0,"[{""criteria"":""vaf_phase1_international_transfers"",""rating"":1},{""criteria"":""vaf_phase1_budgeting"",""rating"":1},{""criteria"":""vaf_phase1_auto_investing"",""rating"":1}]"
gp:AOqpTOEONc_NUeDb6uXow3BOs8ITRxxs5wnf2RmR95gbESDSUqgfOuDD6j68QTvQlUAg8317nkK0DanAYCt_XQ,Leonardo Castro,https://lh3.googleusercontent.com/a-/AOh14Gi9bJ6mNwm9hVPOqPt0W0EvKfMLsg7z6nrufOWOeQ,2020-03-02T15:51:38.394Z,4,4,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEONc_NUeDb6uXow3BOs8ITRxxs5wnf2RmR95gbESDSUqgfOuDD6j68QTvQlUAg8317nkK0DanAYCt_XQ,,Falta a opção de digitar o código do boleto diretamente. Primeiro vc tem que entrar em pagamentos e ele já vai direto para a foto.,,,3.11.6,0,"[{""criteria"":""vaf_phase1_auto_insurance"",""rating"":null},{""criteria"":""vaf_phase1_monitoring_credit"",""rating"":null},{""criteria"":""vaf_phase1_managing_credit_cards"",""rating"":null}]"
gp:AOqpTOFp2lXdnWodviTy-Ghv3Eccg1A-6LYccBU1ZajNHBchX8y-ivPLVMCA2r5VaWuDLQVRRcdImkFhkPuH_g,Alexsandro Martins de Paiva,https://lh3.googleusercontent.com/a-/AOh14GjOAoRc1RNkq57iJJQUYyZXoR0lgRWxtn_T4ZWkZA,2020-03-02T09:48:45.600Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFp2lXdnWodviTy-Ghv3Eccg1A-6LYccBU1ZajNHBchX8y-ivPLVMCA2r5VaWuDLQVRRcdImkFhkPuH_g,,"Im very disappointed. I was expecting much more for u Cada dia pior este aplicativo do Bradesco uma ""M"". Ê difícil heim Bradesco, será que não conseguem melhorar esse App nunca.",2019-08-23T20:46:55.663Z,"Oi! O que está acontecendo? Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos ajudar você.",3.11.6,1,"[{""criteria"":""vaf_see_multiple_accounts"",""rating"":null},{""criteria"":""vaf_tracking_finances"",""rating"":null},{""criteria"":""vaf_phase1_international_transfers"",""rating"":null}]"
gp:AOqpTOHexCenyGqr4YMQP3ZhH6wNOBty6h7o3RgH4vZXVXMOc1lwiYtndBHK7Fwg9Q891XjBJniHRZKcrcj17Q,Milena Farias,https://lh3.googleusercontent.com/-QSbKzq1U2VQ/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nDqS8mDy8i0KP2ybZ3rSbkm16Fqrg/photo.jpg,2020-03-01T23:39:34.541Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHexCenyGqr4YMQP3ZhH6wNOBty6h7o3RgH4vZXVXMOc1lwiYtndBHK7Fwg9Q891XjBJniHRZKcrcj17Q,,Muito bom,,,3.11.6,0,"[{""criteria"":""vaf_tracking_finances"",""rating"":null},{""criteria"":""vaf_phase1_see_multiple_accounts"",""rating"":null},{""criteria"":""vaf_never_display_easy_to_use"",""rating"":null}]"
gp:AOqpTOHrr6L6G3jxkN35796wRmHh6KeX5xm7oQTPmjLBZ9JI2d7pnKyqGqZbGiU7UQbXY58BZyddJACxTdbsiA,Unk,https://lh3.googleusercontent.com/a-/AOh14Gimvsmfk2enFC5yuQ2jsTKTCaRoXgPLxxqM2gWc9g,2020-02-29T23:52:12.514Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHrr6L6G3jxkN35796wRmHh6KeX5xm7oQTPmjLBZ9JI2d7pnKyqGqZbGiU7UQbXY58BZyddJACxTdbsiA,,Um dia piores apps bancários,,,3.11.6,0,"[{""criteria"":""vaf_phase1_home_insurance"",""rating"":null},{""criteria"":""vaf_phase1_international_transfers"",""rating"":null},{""criteria"":""vaf_phase1_trading_stocks"",""rating"":null}]"
gp:AOqpTOEylb-IZpWtVMj-Ykyc82W6XAb3aJaq2YXH181JLie-uQsWf35EeSNytb8FajEvshR9RaH-OFmu-QrwfA,Jessica Moreira,https://lh3.googleusercontent.com/a-/AOh14GgAziQ5eU-uieID9AA5QXxaC4T5SgwEUbQGKoaI8vg,2020-02-29T16:53:02.500Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEylb-IZpWtVMj-Ykyc82W6XAb3aJaq2YXH181JLie-uQsWf35EeSNytb8FajEvshR9RaH-OFmu-QrwfA,,Trava muito,,,3.11.6,0,"[{""criteria"":""vaf_phase1_trading_stocks"",""rating"":1},{""criteria"":""vaf_never_display_meet_expectations"",""rating"":2},{""criteria"":""vaf_phase1_backing_up_your_data"",""rating"":3}]"
gp:AOqpTOEGtnhikhampuHwW27hYSuYV-0dISzzBE5RPnapPjojPDpkxl59mkMP-4syrRmxUdtqXoQ2DDF9o-s3Fg,Célia Meira,https://lh3.googleusercontent.com/a-/AOh14GjCO-YKR63hlljxZqaHWvCdlyw-pF8RHzxTE43CNg,2020-02-29T16:52:45.657Z,2,2,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEGtnhikhampuHwW27hYSuYV-0dISzzBE5RPnapPjojPDpkxl59mkMP-4syrRmxUdtqXoQ2DDF9o-s3Fg,,"Até o momento, o que não funciona bem é: sempre APÓS concluir um pagamento ou transferência e enviar o comprovante, NAO consigo continuar na cobra. Aparece mensagem que já está em andamento ...etc etc... Tento achar a opção ""sair"" e não aparece. Às vezes tenho que desligar ou reiniciar o celular.",2020-03-02T15:56:22.220Z,"Boa tarde, Célia! Por gentileza, envie mais detalhes sobre o que está acontecendo através do e-mail aplicativos@bradesco.com.br. Vamos analisar.",3.6.1,0,"[{""criteria"":""vaf_never_display_positive_impact"",""rating"":1},{""criteria"":""vaf_phase1_auto_investing"",""rating"":2},{""criteria"":""vaf_never_display_content_language"",""rating"":1}]"
gp:AOqpTOGHUC3rxwdIeJmgSvdnSaLIRS-fEjRvRThvSAZ-XwSRtG85LjNkREEom07nlSgV7FTSjL-m0XroL84aDQ,Washington Silva,https://lh3.googleusercontent.com/a-/AOh14GjuasXyqHGjx0XKMmAMHrR3DVJ7D-OLtivkL9FL,2020-02-29T13:27:56.286Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGHUC3rxwdIeJmgSvdnSaLIRS-fEjRvRThvSAZ-XwSRtG85LjNkREEom07nlSgV7FTSjL-m0XroL84aDQ,,"Tudo que precisei nos últimos 4 meses fiz pelo app ;), simplificando a minha vida",,,3.11.6,0,"[{""criteria"":""vaf_never_display_considerate_of_time"",""rating"":null},{""criteria"":""vaf_phase1_depositing_checks"",""rating"":null},{""criteria"":""vaf_phase1_backing_up_your_data"",""rating"":null}]"
gp:AOqpTOHvcjgEfeZOgSARd_9CyUqRMwRNAP5rC1kMwgM6DhKMII8rQFZUOQB-mmYsfQ0UnpcZw3HtmugLRW4UmA,Thiago Santos Cardoso,https://lh3.googleusercontent.com/a-/AOh14Gh50sZLu_PRZrPtLlRNTFzx2sMyUQc3MqE5nDgF3w,2020-02-29T13:11:46.414Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHvcjgEfeZOgSARd_9CyUqRMwRNAP5rC1kMwgM6DhKMII8rQFZUOQB-mmYsfQ0UnpcZw3HtmugLRW4UmA,,"Aplicativo muito poluído com informações as vezes desnecessárias, outros bancos possuem app bem mais simples e rápido",,,3.11.6,0,"[{""criteria"":""vaf_phase1_trading_stocks"",""rating"":null},{""criteria"":""vaf_never_display_positive_impact"",""rating"":null},{""criteria"":""vaf_phase1_investing"",""rating"":null}]"
gp:AOqpTOGStDVAFM5NHKi-HJWQRf39dtcdoIHf8Z3RfhqOpZNW86kjfGjAeiyJgdsXuKzFprlLFf9tw9Vx-BylRQ,Roberto Panzera,https://lh3.googleusercontent.com/a-/AOh14GgNcYHMMJL_1ytxwP5bQ588BfNK35luHcdDpyTj,2020-02-29T12:30:18.756Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGStDVAFM5NHKi-HJWQRf39dtcdoIHf8Z3RfhqOpZNW86kjfGjAeiyJgdsXuKzFprlLFf9tw9Vx-BylRQ,,Não consigo acesso depois da última atualização.,,,3.11.6,2,"[{""criteria"":""vaf_never_display_deceptive_ads"",""rating"":2},{""criteria"":""vaf_phase1_payday_loans"",""rating"":2}]"
